,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Cluster_number,Kmean_Clusters
1418,32313,0,4,1,1,29188,27,0,0,5397,1,0
1419,168897,0,4,1,1,37451,24,400,2,5189,1,0
1420,68891,1697,4,1,1,37257,14,500,1,5178,0,0
1421,18068,0,1,1,1,0,0,0,0,5174,0,1
1422,137134,0,5,1,1,92740,20,0,0,5170,1,0
1423,26561,0,1,1,1,100,1,0,0,4926,0,1
1424,22093,0,3,1,1,14857,11,200,1,2587,0,1
1425,58538,1739,4,1,1,48670,19,500,2,4352,0,0
1426,29667,0,1,1,1,5304,19,0,0,4841,0,1
1427,88093,0,3,1,1,15518,13,343,1,4660,0,1
1428,472241,500,1,1,1,3600,12,3500,11,5045,0,0
1429,62569,0,4,1,1,33765,19,50,1,4888,1,0
1430,20982,0,4,1,1,44238,18,0,0,4716,1,0
1431,44665,0,1,1,1,333,2,333,2,3601,0,1
1432,22639,0,1,1,1,1840,4,0,0,5168,0,1
1433,120152,0,1,1,1,6250,27,3750,26,4497,2,0
1434,51402,0,1,1,1,4375,14,0,0,4978,0,1
1435,32749,0,1,1,1,450,3,450,3,5050,0,1
1436,170309,0,5,1,1,66546,20,4130,4,5009,0,0
1437,18924,0,1,1,1,4000,18,0,0,5168,0,1
1438,61919,0,4,1,1,39163,14,350,1,5157,1,0
1439,193547,0,1,1,1,3544,12,0,0,5153,0,1
1440,57927,0,1,1,1,1500,3,1500,3,5149,0,1
1441,161321,0,5,1,1,59645,21,0,0,5147,1,0
1442,66936,2370,1,1,1,3450,5,950,4,5147,0,1
1443,72178,0,1,1,1,2100,10,0,0,5139,0,1
1444,33964,0,1,1,1,300,3,0,0,5128,0,1
1445,94272,0,3,1,1,11098,16,0,0,5121,1,1
1446,53360,0,1,1,1,7251,5,6251,4,5120,2,1
1447,3578,0,1,1,1,0,0,0,0,5114,0,1
1448,29342,0,2,1,1,5835,4,0,0,5153,0,1
1449,28228,0,3,1,1,12948,13,300,1,5108,1,1
1450,118601,0,5,1,1,51240,19,0,0,5105,1,0
1451,24660,0,2,1,1,7206,14,0,0,5136,0,1
1452,147822,0,4,1,1,42469,18,0,0,5107,1,0
1453,190208,0,4,1,1,37122,38,1800,6,5091,0,0
1454,2625,0,1,1,1,125,1,0,0,5087,0,1
1455,49438,0,4,1,1,33912,14,0,0,5085,1,0
1456,24930,0,3,1,1,13060,9,0,0,5084,0,1
1457,89835,0,2,1,1,9058,11,0,0,5080,0,1
1458,46734,0,2,1,1,10007,18,0,0,5080,0,1
1459,315273,0,1,1,1,12584,9,4084,4,5079,0,0
1460,50,0,1,1,1,50,1,50,1,5073,0,1
1461,97416,0,5,1,1,63679,29,0,0,5093,1,0
1462,127768,0,5,1,1,65264,21,250,1,5064,1,0
1463,139882,0,4,1,1,47089,15,0,0,4859,1,0
1464,10740,0,1,1,1,0,0,0,0,4926,0,1
1465,57330,0,1,1,1,380,3,0,0,4986,0,1
1466,33560,0,1,1,1,2600,14,0,0,4604,0,1
1467,53210,0,1,1,1,11422,10,0,0,4993,0,1
1468,9795,0,1,1,1,0,0,0,0,4960,0,1
1469,16984,0,2,1,1,10334,15,0,0,4884,0,1
1470,46349,0,4,1,1,33923,20,1100,2,4856,1,0
1471,118079,0,4,1,1,43298,16,500,1,4867,1,0
1472,29632,0,1,1,1,0,0,0,0,4898,0,1
1473,164307,0,3,1,1,21704,14,0,0,4023,1,0
1474,13490,0,1,1,1,0,0,0,0,4870,0,1
1475,36296,0,1,1,1,5780,6,0,0,4600,0,1
1476,190429,6168,1,1,1,27500,11,1500,3,4974,0,0
1477,120447,0,5,1,1,53804,15,350,1,4840,1,0
1478,35094,0,1,1,1,4000,11,0,0,4944,0,1
1479,208804,0,5,1,1,56204,31,500,1,4429,1,0
1480,30662,0,1,1,1,0,0,0,0,4996,0,1
1481,157452,0,4,1,1,45312,18,0,0,4471,1,0
1482,24266,0,1,1,1,2375,12,0,0,4111,0,1
1483,49991,0,4,1,1,44146,27,2510,4,4803,0,0
1484,42275,925,1,1,1,4100,6,1600,5,4712,0,1
1485,59162,0,1,1,1,2520,7,0,0,4726,0,1
1486,109625,0,5,1,1,63372,19,500,1,5056,1,0
1487,30486,0,1,1,1,0,0,0,0,5051,0,1
1488,240904,2288,4,1,1,63385,22,350,1,5045,1,0
1489,266776,0,1,1,1,8370,30,6520,28,5042,2,0
1490,20818,0,1,1,1,15214,4,0,0,5036,0,1
1491,106509,0,1,1,1,1113,7,0,0,5036,0,1
1492,65982,0,1,1,1,1750,4,750,3,5030,0,1
1493,9002,0,1,1,1,1586,9,0,0,4933,0,1
1494,16088,0,3,1,1,17872,15,0,0,4563,0,1
1495,10079,0,1,1,1,569,8,0,0,4651,0,1
1496,48863,0,5,1,1,71013,18,1050,3,4925,1,0
1497,137402,0,1,1,1,950,6,200,3,4685,0,1
1498,71076,1000,1,1,1,10000,1,0,0,4820,0,1
1499,20630,0,1,1,1,2045,4,0,0,4643,0,1
1500,119180,1467,1,1,1,9275,20,1300,6,4657,0,1
1501,54116,1846,3,1,1,34997,14,0,0,4848,0,0
1502,36665,0,1,1,1,1625,6,0,0,4747,0,1
1503,507371,0,4,1,1,51765,18,450,1,4770,1,0
1504,48721,0,1,1,1,18781,12,300,3,4672,0,1
1505,391222,0,3,1,1,27471,20,1600,7,4905,1,0
1506,88668,0,2,1,1,9889,15,100,1,4903,0,1
1507,46074,0,1,1,1,2193,11,0,0,4419,0,1
1508,1923,0,1,1,1,1170,2,0,0,4615,0,1
1509,46030,0,1,1,1,4375,27,0,0,4566,0,1
1510,31236,0,1,1,1,2250,13,0,0,4523,0,1
1511,18351,0,1,1,1,0,0,0,0,4744,0,1
1512,4779,0,1,1,1,600,2,0,0,4926,0,1
1513,124775,1704,1,1,1,11564,8,700,2,4847,0,1
1514,66923,0,3,1,1,17139,12,0,0,4875,0,1
1515,24008,0,1,1,1,540,3,0,0,4901,0,1
1516,118415,2329,1,1,1,4475,10,100,1,4545,0,1
1517,2793,0,1,1,1,8000,3,0,0,4588,0,1
1518,70464,0,1,1,1,4000,4,1000,2,4889,0,1
1519,71930,0,4,1,1,32774,13,500,1,4300,1,0
1520,126484,0,1,1,1,5942,13,3192,11,4758,0,1
1521,39503,0,3,1,1,16671,18,2339,2,4884,0,0
1522,7291,0,1,1,1,0,0,0,0,4104,0,1
1523,4838,0,3,1,1,23592,16,500,1,5024,1,1
1524,73811,0,3,1,1,25394,14,1000,2,5021,0,0
1525,156219,0,5,1,1,55874,24,0,0,5015,1,0
1526,114376,0,4,1,1,33949,15,0,0,5009,1,0
1527,23965,0,1,2,1,7308,16,550,3,5003,0,1
1528,45766,0,1,1,1,4550,11,1300,7,5002,0,1
1529,57857,1099,1,1,1,62650,37,12400,29,4996,2,0
1530,19998,0,1,1,1,4309,13,0,0,4995,0,1
1531,29506,0,1,1,1,4826,16,500,2,4993,0,1
1532,6020,1505,1,1,1,0,0,0,0,4986,0,1
1533,27989,0,3,1,1,25369,16,2729,2,4981,0,0
1534,21933,0,4,1,1,27166,15,550,1,4974,1,0
1535,58758,0,1,1,1,6500,38,0,0,4974,0,1
1536,86069,0,4,1,1,35282,21,0,0,4972,1,0
1537,8350,0,1,1,1,2125,10,0,0,4967,0,1
1538,26862,0,3,1,1,15510,15,0,0,4965,1,1
1539,133853,0,5,1,1,68136,14,0,0,4960,1,0
1540,72623,0,1,1,1,0,0,0,0,4957,0,1
1541,36887,0,1,2,1,9048,11,0,0,4951,0,1
1542,49737,0,5,1,1,60922,22,550,2,4946,1,0
1543,53869,0,1,1,1,6750,26,0,0,4940,0,1
1544,5264,0,1,1,1,0,0,0,0,4496,0,1
1545,132132,6920,3,1,1,20443,18,1310,4,3916,0,0
1546,319241,0,5,1,1,71867,36,0,0,4692,1,0
1547,333346,2139,4,1,1,52013,31,4309,12,4469,2,0
1548,22459,0,1,1,1,104,2,0,0,4215,0,1
1549,65021,0,2,1,1,10369,12,0,0,3547,0,1
1550,44205,0,4,1,1,28340,13,0,0,3676,1,0
1551,18433,0,1,1,1,3174,9,0,0,3930,0,1
1552,6341,0,1,1,1,3658,12,0,0,3706,0,1
1553,3641,0,1,1,1,1164,3,0,0,3603,0,1
1554,39207,0,1,1,1,965,3,0,0,3757,0,1
1555,63362,0,3,1,1,16331,15,350,1,3544,0,1
1556,220267,0,1,1,1,8500,4,0,0,4716,0,1
1557,329,0,3,1,1,23492,14,0,0,4868,1,1
1558,22424,0,1,1,1,648,2,0,0,3951,0,1
1559,36805,0,3,1,1,13018,16,0,0,3799,0,1
1560,63437,0,2,1,1,7160,15,0,0,4595,0,1
1561,8962,4481,1,1,1,0,0,0,0,4198,0,1
1562,7922,0,1,1,1,0,0,0,0,4491,0,1
1563,113731,0,1,1,1,1700,5,700,4,4482,0,1
1564,12612,0,1,1,1,0,0,0,0,4170,0,1
1565,45916,0,1,1,1,675,6,500,2,2818,0,1
1566,51324,0,3,1,1,20533,14,0,0,4408,0,1
1567,412,0,1,1,1,13000,1,0,0,4761,0,1
1568,8103,0,1,1,1,2750,15,0,0,4776,0,1
1569,91237,0,5,1,1,78864,26,0,0,4321,1,0
1570,17388,0,1,1,1,0,0,0,0,4232,0,1
1571,52046,0,1,1,1,1058,8,683,7,3456,0,1
1572,50015,0,3,1,1,20839,16,50,1,4497,0,1
1573,45340,0,3,1,1,14063,16,500,1,4660,0,1
1574,200963,0,1,1,1,6164,4,150,1,4782,0,1
1575,85884,0,2,1,1,7742,9,0,0,4692,0,1
1576,4236,0,1,1,1,3000,7,0,0,4148,0,1
1577,55843,0,1,1,1,6000,3,0,0,4341,0,1
1578,43000,0,1,1,1,1273,4,173,1,4646,0,1
1579,5573,0,1,1,1,1958,17,0,0,3714,0,1
1580,2080,0,1,1,1,0,0,0,0,4635,0,1
1581,43686,0,1,1,1,4039,12,0,0,4328,0,1
1582,11001,0,1,1,1,255,5,0,0,4315,0,1
1583,10146,0,3,1,1,26633,12,0,0,4509,1,1
1584,35062,0,3,1,1,16237,26,0,0,4152,1,0
1585,11866,0,2,1,1,6139,9,0,0,4667,0,1
1586,41048,0,1,1,1,1195,3,0,0,4856,0,1
1587,25004,0,1,1,1,1113,3,0,0,4860,0,1
1588,194074,1448,1,1,1,12500,6,0,0,4701,0,1
1589,65952,0,4,1,1,34770,14,0,0,4827,1,0
1590,265532,0,1,1,1,4652,13,0,0,4849,0,1
1591,61286,0,1,1,1,1500,5,0,0,4755,0,1
1592,118177,0,3,1,1,20910,18,402,1,4811,1,0
1593,183370,0,1,1,1,30988,14,12988,9,4848,2,0
1594,98608,0,1,1,1,969,12,0,0,4663,0,1
1595,22529,0,1,1,1,5115,20,3400,16,4865,2,0
1596,2502,0,1,1,1,15500,4,500,1,4761,0,1
1597,123430,0,4,1,1,49987,17,0,0,4798,1,0
1598,36219,0,1,1,1,4044,10,0,0,4595,0,1
1599,61405,250,2,1,1,32316,20,1350,8,4828,0,0
1600,3789,0,1,1,1,181,3,0,0,4756,0,1
1601,16065,0,1,1,1,0,0,0,0,4456,0,1
1602,404142,0,5,1,1,75509,13,0,0,4784,1,0
1603,28733,0,1,1,1,0,0,0,0,4650,0,1
1604,26965,0,2,1,1,7346,13,0,0,4653,0,1
1605,278437,0,4,1,1,50888,26,0,0,4744,1,0
1606,5074,0,1,1,1,500,1,0,0,4730,0,1
1607,43338,0,1,1,1,1000,4,1000,4,4275,0,1
1608,23551,0,1,1,1,2375,12,0,0,4663,0,1
1609,32015,0,1,1,1,6000,6,0,0,4574,0,1
1610,65435,0,1,1,1,1000,2,500,1,4786,0,1
1611,39079,0,1,1,1,3070,5,0,0,4750,0,1
1612,108616,0,4,1,1,36476,13,0,0,4644,1,0
1613,80154,0,4,1,1,47270,14,0,0,4352,1,0
1614,25563,0,1,1,1,303,8,0,0,3511,0,1
1615,18007,0,4,1,1,33237,15,0,0,4665,1,0
1616,51752,0,3,1,1,25962,20,0,0,4631,0,0
1617,21540,0,1,1,1,1188,9,0,0,4791,0,1
1618,233057,0,5,1,1,102840,11,0,0,4791,1,0
1619,196079,0,5,1,1,56890,21,0,0,4791,1,0
1620,276607,0,1,1,1,11430,14,6430,11,4791,2,0
1621,20681,0,1,1,1,0,0,0,0,4939,0,1
1622,155278,0,4,1,1,27200,16,0,0,4926,1,0
1623,194949,0,1,1,1,10121,13,4621,10,4930,0,0
1624,307260,783,4,1,1,40533,24,250,1,4791,1,0
1625,105588,0,2,1,1,22973,3,0,0,4805,0,1
1626,41366,0,3,1,1,27148,15,0,0,4806,1,1
1627,59445,0,1,1,1,5500,21,500,2,4843,0,1
1628,130920,2643,4,1,1,30299,20,1100,6,4793,0,0
1629,49777,2360,3,1,1,12241,12,0,0,4777,0,1
1630,58778,0,4,1,1,28325,13,0,0,4919,1,0
1631,38224,0,1,1,1,2587,10,0,0,4824,0,1
1632,93700,0,5,1,1,58745,14,0,0,4827,1,0
1633,533120,0,5,1,1,120983,18,0,0,4827,1,0
1634,34941,0,3,1,1,23718,16,0,0,4755,1,1
1635,115197,0,3,1,1,17638,24,0,0,4820,1,0
1636,31230,0,1,1,1,815,5,815,5,4931,0,1
1637,98604,0,3,1,1,17490,15,0,0,4919,0,1
1638,385195,0,1,1,1,0,0,0,0,4903,0,1
1639,136104,0,4,1,1,68988,51,2069,8,4916,0,0
1640,23984,0,1,1,1,2737,14,0,0,4905,0,1
1641,169947,0,4,1,1,48140,21,0,0,4895,1,0
1642,71264,0,5,1,1,94161,17,1000,2,4903,1,0
1643,71610,0,3,1,1,20918,14,0,0,4895,0,1
1644,151152,0,2,1,1,13635,21,1100,1,4895,0,0
1645,164178,2364,4,1,1,35314,23,1100,3,4883,0,0
1646,18601,0,1,1,1,100,1,0,0,4888,0,1
1647,49331,0,3,1,1,23572,12,100,1,4888,1,1
1648,43326,0,1,1,1,4164,12,0,0,4881,0,1
1649,12112,0,1,1,1,0,0,0,0,4882,0,1
1650,98343,0,4,1,1,31961,16,0,0,4971,1,0
1651,83006,0,4,1,1,45167,13,0,0,4906,1,0
1652,110980,0,1,1,1,12900,8,950,4,4853,0,1
1653,78032,0,3,1,1,24046,23,0,0,4862,1,0
1654,176262,0,3,1,1,12678,8,150,1,4862,1,1
1655,239576,0,3,1,1,13301,12,0,0,4849,1,0
1656,642756,0,4,1,1,37889,15,1000,2,4841,1,0
1657,41370,0,5,1,1,51335,9,0,0,4842,1,0
1658,92905,0,1,1,1,1766,10,0,0,4827,0,1
1659,7430,0,1,1,1,10500,5,0,0,4791,0,1
1660,68390,0,1,1,1,3450,3,950,2,4754,0,1
1661,18366,0,1,1,1,1100,3,1100,3,4783,0,1
1662,197673,0,4,1,1,48932,15,0,0,4775,1,0
1663,11789,0,4,1,1,28756,20,900,2,4775,1,0
1664,213539,0,1,1,1,2750,15,0,0,4751,0,1
1665,13310,0,1,1,1,0,0,0,0,4755,0,1
1666,207395,0,4,1,1,55903,17,500,1,4761,1,0
1667,25688,2396,1,1,1,3103,10,0,0,4754,0,1
1668,259582,0,1,1,1,3833,21,1762,9,4638,0,0
1669,288379,0,1,1,1,15942,8,1442,5,4741,0,1
1670,3580,0,1,1,1,130,3,0,0,4730,0,1
1671,84305,0,5,1,1,78931,15,0,0,4734,1,0
1672,4780,0,1,1,1,0,0,0,0,4733,0,1
1673,88192,0,4,1,1,47848,22,500,1,4784,1,0
1674,105665,0,4,1,1,31226,13,0,0,4727,1,0
1675,24756,0,1,1,1,7720,26,500,2,4723,0,1
1676,51304,1362,1,1,1,11611,40,10075,36,4708,2,0
1677,12404,0,1,1,1,1950,7,1200,4,4701,0,1
1678,80988,0,1,1,1,4413,5,0,0,4707,0,1
1679,5617,0,1,1,1,4400,4,400,1,4706,0,1
1680,68023,0,5,1,1,119512,33,500,1,4702,1,0
1681,108100,0,4,1,1,45113,17,1000,2,4699,1,0
1682,17470,0,1,1,1,4100,9,2500,5,4691,0,1
1683,138332,0,5,1,1,67836,17,0,0,4692,1,0
1684,4087,0,1,1,1,500,4,0,0,4684,0,1
1685,40264,0,1,1,1,19137,13,0,0,4684,0,1
1686,13290,0,1,1,1,3175,5,0,0,4679,0,1
1687,130761,0,4,1,1,52423,15,0,0,4674,1,0
1688,14371,0,4,1,1,28723,13,0,0,4671,1,0
1689,25322,0,3,1,1,23821,16,0,0,4673,1,1
1690,55356,0,3,1,1,23871,15,0,0,4660,1,1
1691,134501,0,5,1,1,59855,32,1193,2,4663,1,0
1692,63311,0,4,1,1,29318,11,0,0,4667,1,0
1693,90307,0,1,1,1,3150,3,650,2,4664,0,1
1694,2198,0,1,1,1,16070,12,0,0,4658,0,1
1695,43749,5583,1,1,1,9557,5,0,0,4664,0,1
1696,7730,0,1,1,1,375,3,0,0,4659,0,1
1697,16171,0,1,1,1,2875,16,0,0,4656,0,1
1698,192108,1000,1,1,1,10200,3,200,2,4656,0,1
1699,35895,0,3,1,1,15720,11,0,0,4649,0,1
1700,46578,0,2,1,1,8322,12,0,0,4645,0,1
1701,54309,0,1,1,1,6772,7,250,1,4698,0,1
1702,45613,0,4,1,1,29117,16,350,1,4625,1,0
1703,297127,0,3,1,1,27415,16,0,0,4631,1,0
1704,93148,0,2,1,1,7776,18,0,0,4631,0,1
1705,27905,0,1,1,1,3794,11,0,0,4628,0,1
1706,139983,0,3,1,1,17289,24,100,2,4629,1,0
1707,188703,0,5,1,1,62973,53,500,1,4625,1,0
1708,19479,0,1,1,1,2250,4,0,0,4625,0,1
1709,63635,0,1,1,1,5175,31,50,1,4622,0,1
1710,77203,0,5,1,1,66817,16,0,0,4646,1,0
1711,19020,0,1,1,1,330,3,0,0,4614,0,1
1712,61172,0,2,1,1,6875,10,0,0,4609,0,1
1713,7342,0,1,1,1,0,0,0,0,4604,0,1
1714,62076,0,2,1,1,11221,15,1050,2,4603,0,1
1715,13046,0,1,1,1,0,0,0,0,4597,0,1
1716,11527,0,3,1,1,16874,27,3880,6,4583,0,0
1717,77814,0,4,1,1,43914,17,0,0,4587,1,0
1718,75303,0,5,1,1,74990,15,0,0,4598,1,0
1719,7545,0,1,1,1,616,6,0,0,4587,0,1
1720,26972,0,1,1,1,0,0,0,0,4587,0,1
1721,184805,0,4,1,1,52755,22,0,0,4726,1,0
1722,93971,0,5,1,1,62023,22,450,3,4580,1,0
1723,66328,0,4,1,1,40522,14,0,0,4575,1,0
1724,51745,0,4,1,1,41377,14,0,0,4606,1,0
1725,64341,0,5,1,1,63621,13,0,0,4568,1,0
1726,49708,0,1,1,1,0,0,0,0,4560,0,1
1727,46926,0,4,1,1,27889,15,0,0,4554,1,0
1728,199418,1000,3,1,1,25590,39,3199,9,4548,0,0
1729,9126,0,1,1,1,1202,13,350,1,4554,0,1
1730,95109,0,4,1,1,26149,8,0,0,4593,1,0
1731,65706,0,3,1,1,21958,17,0,0,4534,0,0
1732,9862,0,1,1,1,31280,15,0,0,4545,0,1
1733,253349,0,5,1,1,68947,18,1000,2,4545,1,0
1734,25541,0,1,1,1,660,3,0,0,4520,0,1
1735,5580,0,1,1,1,60,2,0,0,4533,0,1
1736,37514,0,4,1,1,35874,31,500,1,4537,1,0
1737,67083,0,1,1,1,4600,4,500,1,4532,0,1
1738,92646,0,4,1,1,27177,16,0,0,4523,1,0
1739,21110,0,1,1,1,3402,12,0,0,4516,0,1
1740,102570,0,5,1,1,70503,20,0,0,4524,1,0
1741,15876,0,1,1,1,0,0,0,0,4512,0,1
1742,8957,0,1,1,1,0,0,0,0,4509,0,1
1743,5375,0,1,1,1,2000,9,0,0,4509,0,1
1744,109114,0,4,1,1,31956,27,0,0,4512,1,0
1745,23432,0,1,1,1,1162,10,0,0,4510,0,1
1746,111384,0,4,1,1,26669,14,0,0,4505,1,0
1747,69880,0,1,1,1,4635,5,0,0,4552,0,1
1748,11289,0,1,1,1,1500,5,0,0,4492,0,1
1749,119676,500,1,1,1,550,4,550,4,4485,0,1
1750,21847,0,1,1,1,929,4,903,3,4491,0,1
1751,40808,0,4,1,1,38612,27,400,2,4490,1,0
1752,47509,0,1,1,1,21210,10,1000,2,4490,0,1
1753,20248,0,3,1,1,18507,37,1700,5,4488,0,0
1754,3441,0,1,1,1,1643,6,0,0,4484,0,1
1755,35216,0,1,1,1,9959,14,0,0,4481,0,1
1756,63036,0,2,1,1,9006,14,0,0,4475,0,1
1757,20844,0,1,1,1,20844,10,0,0,4474,0,1
1758,42420,0,1,1,1,1000,1,0,0,4461,0,1
1759,36254,0,1,1,1,7232,7,0,0,4453,0,1
1760,22412,0,3,1,1,11654,12,0,0,4460,0,1
1761,11512,0,1,1,1,3667,14,0,0,4460,0,1
1762,1703,0,1,1,1,1230,4,0,0,4390,0,1
1763,51471,0,3,1,1,15505,32,412,1,4450,1,0
1764,70518,0,1,1,1,2000,3,1000,2,4450,0,1
1765,431824,0,3,1,1,30480,16,500,1,4443,1,0
1766,25577,0,4,1,1,33420,18,0,0,4432,1,0
1767,17111,0,3,1,1,13577,10,0,0,4434,0,1
1768,99336,0,3,1,1,14195,14,500,1,4453,0,1
1769,67612,0,1,1,1,0,0,0,0,4442,0,1
1770,38918,0,1,1,1,6505,29,618,2,4442,0,1
1771,72812,0,3,1,1,16930,17,50,1,4442,0,1
1772,134937,0,1,1,1,500,1,0,0,4427,0,1
1773,121688,0,4,1,1,31631,15,0,0,4420,1,0
1774,162410,0,3,1,1,20203,17,0,0,4420,1,0
1775,59821,500,1,1,1,4200,4,200,2,4419,0,1
1776,96053,0,1,1,1,2200,6,2200,6,4391,0,1
1777,171946,0,3,1,1,19198,28,0,0,4397,1,0
1778,15737,0,1,1,1,220,3,0,0,4404,0,1
1779,77814,0,3,1,1,14786,11,0,0,4394,0,1
1780,53768,0,1,1,1,4798,16,450,1,4387,0,1
1781,245731,0,4,1,1,34322,35,0,0,4385,1,0
1782,87366,0,3,1,1,18012,16,0,0,4380,0,1
1783,56461,0,4,1,1,40190,14,0,0,4359,1,0
1784,46855,0,2,1,1,8845,17,0,0,4379,0,1
1785,53027,0,1,1,1,0,0,0,0,4585,0,1
1786,96610,0,5,1,1,66298,22,0,0,4362,1,0
1787,61450,0,2,1,1,7927,10,0,0,4383,0,1
1788,18538,0,1,1,1,2200,3,0,0,4344,0,1
1789,28319,0,3,1,1,18449,13,0,0,4392,0,1
1790,107360,0,3,1,1,15641,15,0,0,4423,0,1
1791,32510,0,1,3,1,14568,13,0,0,4341,0,1
1792,9753,0,1,1,1,1235,3,0,0,4343,0,1
1793,13033,0,1,1,1,1625,6,0,0,4334,0,1
1794,17609,0,1,1,1,803,5,803,5,4317,0,1
1795,104052,0,2,1,1,6016,12,0,0,4331,0,1
1796,13878,0,1,1,1,0,0,0,0,4317,0,1
1797,7254,0,1,1,1,0,0,0,0,4323,0,1
1798,12560,0,1,1,1,1282,6,1282,6,4324,0,1
1799,94938,0,3,1,1,12999,21,0,0,4310,0,0
1800,86143,0,3,1,1,29652,11,500,1,4317,0,0
1801,138512,0,4,1,1,30130,15,50,1,4313,1,0
1802,66875,0,1,1,1,3206,17,0,0,4308,0,1
1803,96026,0,3,1,1,25670,19,0,0,4310,0,0
1804,31572,0,1,1,1,0,0,0,0,4299,0,1
1805,11834,0,1,1,1,0,0,0,0,4306,0,1
1806,23552,0,4,1,1,36165,11,0,0,4300,1,0
1807,66052,0,1,1,1,8380,8,0,0,4301,0,1
1808,55639,0,1,1,1,2750,15,0,0,4299,0,1
1809,68226,0,1,1,1,3147,8,200,2,4299,0,1
1810,37953,0,5,1,1,62571,28,0,0,4282,1,0
1811,17810,0,1,1,1,1375,4,0,0,4294,0,1
1812,21915,0,1,1,1,7000,33,0,0,4289,0,1
1813,32563,0,1,1,1,4200,3,200,1,4282,0,1
1814,49479,0,1,1,1,5500,24,100,1,4282,0,1
1815,23854,0,3,1,1,22498,18,250,3,4274,0,0
1816,60049,0,1,1,1,0,0,0,0,4278,0,1
1817,75112,0,4,1,1,35532,14,500,1,4271,1,0
1818,19787,0,1,1,1,2016,9,500,1,4258,0,1
1819,30664,0,3,1,1,21242,22,700,5,4268,0,0
1820,91716,0,1,1,1,6978,12,0,0,4267,0,1
1821,219174,0,1,1,1,4500,5,2000,4,4265,0,1
1822,16495,0,1,1,1,18779,11,0,0,4261,0,1
1823,25963,0,2,1,1,8183,25,0,0,4244,0,1
1824,1701,0,1,1,1,10,1,0,0,4260,0,1
1825,73852,0,1,1,1,0,0,0,0,4252,0,1
1826,12791,0,1,1,1,0,0,0,0,4246,0,1
1827,39020,0,1,1,1,1295,4,0,0,4246,0,1
1828,1076,0,3,1,1,11379,8,0,0,4233,0,1
1829,34443,1440,1,1,1,2125,10,0,0,4233,0,1
1830,4735,0,1,1,1,275,2,0,0,4257,0,1
1831,41279,967,1,1,1,3664,4,3164,3,4233,0,1
1832,4708,0,1,1,1,1000,1,0,0,4232,0,1
1833,63090,0,1,1,1,12059,20,350,3,4231,0,1
1834,156544,0,4,1,1,46593,13,0,0,4225,1,0
1835,12239,0,1,1,1,2912,5,0,0,4226,0,1
1836,101464,0,3,1,1,14610,13,0,0,4223,0,1
1837,55147,0,4,1,1,29219,13,0,0,4225,1,0
1838,59424,0,4,1,1,36600,23,1000,3,4211,1,0
1839,52084,0,1,1,1,4836,7,0,0,4222,0,1
1840,368535,0,5,1,1,146201,21,2600,6,4210,1,0
1841,116288,0,5,1,1,65073,18,0,0,4209,1,0
1842,114508,0,4,1,1,29960,22,1250,8,4226,1,0
1843,456509,0,1,1,1,500,1,500,1,4201,0,1
1844,19634,0,1,1,1,0,0,0,0,4198,0,1
1845,56258,0,4,1,1,38591,23,500,1,4197,1,0
1846,102373,0,4,1,1,67212,33,6600,14,4190,2,0
1847,20426,0,1,1,1,3993,7,3493,6,4194,0,1
1848,13034,0,5,1,1,60000,6,0,0,4169,1,0
1849,22455,0,4,1,1,38814,17,0,0,4175,1,0
1850,11604,0,1,1,1,95,2,0,0,4177,0,1
1851,72510,0,4,1,1,31469,12,0,0,4169,1,0
1852,33383,0,1,1,1,0,0,0,0,4163,0,1
1853,181200,0,1,1,1,7514,21,0,0,4159,0,1
1854,17500,0,1,1,1,17500,2,0,0,4167,0,1
1855,22751,0,1,1,1,4500,9,4500,9,4166,0,1
1856,12465,0,1,1,1,380,3,0,0,4162,0,1
1857,6316,0,1,1,1,0,0,0,0,4149,0,1
1858,66860,0,3,1,1,12667,20,980,5,4155,0,0
1859,975,0,1,1,1,350,3,0,0,4519,0,1
1860,197973,0,5,1,1,72345,14,1029,2,4155,1,0
1861,50909,0,3,1,1,14830,18,0,0,4135,0,1
1862,79500,0,3,1,1,21489,15,0,0,4146,0,1
1863,15875,0,3,1,1,24918,12,0,0,4141,1,1
1864,159109,0,4,1,1,19554,24,1557,6,4138,1,0
1865,12906,0,1,1,1,0,0,0,0,4124,0,1
1866,14155,0,1,1,1,3250,19,0,0,4134,0,1
1867,576,0,3,1,1,12082,14,0,0,4128,0,1
1868,48896,0,1,1,1,4081,12,3397,10,4139,0,1
1869,27669,0,1,1,1,3375,20,0,0,4127,0,1
1870,21708,0,3,1,1,12811,13,0,0,4100,0,1
1871,10643,0,4,1,1,40585,14,850,2,4107,1,0
1872,264685,0,5,1,1,57505,16,0,0,4112,1,0
1873,35433,0,1,1,1,1600,3,0,0,4113,0,1
1874,162369,0,4,1,1,41359,15,500,1,4113,1,0
1875,6206,0,1,1,1,375,3,0,0,4107,0,1
1876,226941,1000,4,1,1,44771,17,0,0,4099,1,0
1877,94544,0,5,1,1,111827,8,350,1,4105,1,0
1878,128302,0,5,1,4,132263,32,400,2,4103,1,0
1879,3664,0,1,1,1,0,0,0,0,4089,0,1
1880,56017,0,1,1,1,3905,6,1668,1,4086,0,1
